CNNF&R,CNNPoints,FoxNewsF&R,FoxNewsPoints,increase_rate
32513,0.10103719667644097,91458.0,0.04609405561994455,increase
13813,0.011719882894681994,99093.0,0.10978681584249082,decrease
6110,0.056686525649291594,70764.0,0.17256384313535544,decrease
40579,0.09800469579105081,77720.0,0.019921510153368113,decrease
39034,-0.015075076351463601,110088.0,0.14752228391867817,decrease
58604,0.008399399082628897,121109.0,0.15943768768422592,decrease
29334,0.019954072275610423,65971.0,0.11412563465564028,increase
22335,0.034174807171785004,56844.0,0.1261598472511234,increase
10179,0.05767102203883813,87891.0,0.15336626168025283,decrease
62719,0.05818547092373604,111924.0,0.23547269362409548,increase
78440,-0.05387051770896113,29398.0,0.12581136066917414,decrease
50228,-0.02310566845487607,59062.0,0.23310544640651143,increase
43426,0.05080155746196829,144667.0,0.1759981073267621,decrease
30777,0.03288502039598638,39683.0,0.09806137703348097,decrease
10065,0.11195349922473619,72235.0,0.16541992046162457,increase
42107,0.06909075082122319,8671.0,0.15534115226768902,decrease
36833,0.07028704320412843,48512.0,-0.021333151277546474,increase
39779,0.039160355235765616,89241.0,0.09994171000028733,increase
11967,-0.019202660008626422,65610.0,0.3242884953790304,decrease
9482,0.06516645574070169,62262.0,0.13933734987507757,decrease
43666,-0.048362009955011366,124148.0,0.10460523082618284,increase
42161,0.05963273900265432,90386.0,0.0760745764701521,decrease
35262,0.0273159362899026,116405.0,0.130608006203524,decrease
31738,0.1070167672875783,82212.0,0.23270079593609008,decrease
16682,0.08269460278362087,42171.0,0.06089103397241692,decrease
13735,0.0795611741734785,66486.0,0.07865067959711945,increase
41903,0.07815350035895104,96170.0,0.15436091578750416,decrease
35042,-0.007940097861745458,39817.0,0.18214185771114969,decrease
35902,0.07009539858503705,74381.0,0.08247375618380987,decrease
65017,0.11684423677537019,143119.0,0.29765790342917575,increase
21344,0.009156134527433251,100798.0,0.16971781711523568,increase
10490,0.03798473293468527,93648.0,0.07692514013206929,increase
76852,0.04405990724173725,89150.0,0.024162464764624057,decrease
40567,0.07130477667613765,39815.0,0.05282320417476765,increase
7335,0.0475694057135775,103163.0,0.12418884557702498,increase
34729,-0.07220832779155795,116666.0,0.06786765184318888,increase
22509,0.058412190679283854,83266.0,0.07539868729084616,increase
86594,0.2031157592974809,179056.0,-0.0597662020704253,decrease
50064,0.10097937338619266,113857.0,0.11931405902300102,decrease
87158,0.09149583103989183,160374.0,0.09269160137421202,increase
67913,0.0677903768874938,154095.0,0.07036034745905281,decrease
34692,0.09768063161136492,107718.0,0.09293638378812168,decrease
26013,0.09850474155196795,94343.0,0.17222418527423933,decrease
48917,0.015416326727833976,149777.0,0.0946152310793244,decrease
45650,0.14289706405314295,261457.0,0.4430953244136101,decrease
58645,0.04184589091529155,346051.0,0.061537379980145634,increase
48359,0.04160465339692577,348112.0,0.04904391020370215,decrease
49234,0.018143918535670166,235242.0,0.02309413376032007,increase
11613,0.03542866884639034,141709.0,-0.005771353802327489,increase
46708,0.0038722200308010067,329624.0,0.022720754601943473,increase
52656,0.037030485899275774,140159.0,0.09417725571076409,decrease
80810,0.04160239381814683,178721.0,0.10745012422039746,increase
43447,0.04374364458449667,452660.0,-0.06327866263068734,decrease
25106,0.09680189330571712,211740.0,-0.002905091272192432,increase
7402,-0.01671599813318269,20377.0,0.018358711024461623,increase
54191,0.01347443105345709,251644.0,0.03932595008471049,increase
87344,0.10858380727473058,252963.0,0.030291495370034522,decrease
60206,0.10076952505153185,225494.0,0.09435119119451076,increase
38276,0.045301287813567064,344592.0,0.07943349768856454,decrease
30301,0.00751099787971509,234631.0,0.10036294481487146,decrease
26832,-0.025255547639268565,182109.0,0.02322772925763442,increase
67313,0.11286045350928804,263733.0,0.06510980290973695,decrease
73826,0.13936284262097665,198171.0,0.06170571925715211,increase
54514,0.1272885770212145,240242.0,0.08167586995883047,decrease
31681,0.09964620490984875,200182.0,0.43307783018102874,decrease
20843,0.11570705478372324,116546.0,0.07565525481820334,increase
45321,0.0340158942528705,173439.0,-0.014667330058872621,decrease
60128,0.05801367886315831,273292.0,0.05541440348259612,increase
64617,0.07507702729509685,192651.0,0.060541653565307746,decrease
71777,0.06467434366813693,277414.0,0.036310959650940694,decrease
57999,0.09007976439958026,206205.0,0.2018159501402391,decrease
18921,0.20202658421859312,219060.0,0.10420915598940453,increase
43930,0.10952429895521178,201388.0,0.07147477026511527,decrease
54702,0.13120007565720243,166902.0,0.028441518757332813,decrease
45405,0.0581858692641646,233431.0,0.027229554419098655,decrease
69847,0.05226993514643664,213261.0,0.04127591235564563,decrease
23981,0.11472244283037204,98508.0,-0.02041454590147334,decrease
37633,0.18145360012046163,150932.0,-0.004919513034342857,decrease
93863,0.2285929988395017,148022.0,0.05148785008616655,increase
50247,0.0528592645521268,20884.0,0.01701340435299447,increase
69191,0.1394806394508306,320942.0,-0.008836357190242007,increase
51694,0.06454105928887818,215336.0,0.11517159159864049,decrease
32155,0.09569956288118316,168729.0,0.06986771257396046,increase
72178,0.11904182612327752,148559.0,0.03296173729953407,increase
46035,0.03895075677252282,128987.0,0.06123160688330047,increase
61403,0.15099972741765486,97724.0,0.01925498047686558,increase
65336,0.17630031301399302,103558.0,0.033112243278104435,increase
50888,0.0965582305157942,144933.0,0.012018095465149453,decrease
52648,0.10604943738073203,100864.0,0.08866493446835791,decrease
26847,0.04527843808517627,96399.0,0.10052563717744376,increase
71163,0.10743717143707307,101225.0,0.10138552145489046,decrease
53508,0.05058943391669339,179723.0,0.15692150731092608,increase
59248,0.19238862237518312,174761.0,0.08746733163825654,decrease
40973,0.07976482978130406,174505.0,0.012305807567089481,increase
23341,0.024538820361621437,134145.0,0.12681867263445037,decrease
25721,0.04100886283732985,112056.0,0.046835366748959065,decrease
44308,0.004591761480472323,83687.0,-0.017747118401222388,increase
106484,0.015111903498398192,109933.0,0.014496559303509893,decrease
68732,0.15962233638250634,102077.0,0.04734821210429084,increase
35228,0.23514449486634253,113854.0,0.023572962817411846,decrease
16689,0.04831925220204925,174242.0,0.01849361371322925,decrease
57822,0.054092531038805805,175131.0,0.018419433610048067,decrease
50616,0.07913026663026665,174657.0,-0.0312782285603014,decrease
15316,0.052845113448404125,175171.0,0.022357728478818718,decrease
53762,0.041241760354935084,180814.0,0.05924128762759898,decrease
19427,0.028092735664671627,118108.0,0.12663978907264717,decrease
46919,0.05066740316052962,210578.0,0.03997965054323029,increase
37332,0.05319245515725746,248083.0,0.07367152129164238,decrease
49902,0.04829515851068094,205218.0,0.09853441426037396,increase
58133,0.1756021116908221,367568.0,0.07589176781943156,decrease
41402,0.0041770503728863345,153362.0,-0.015924867627326512,increase
20770,0.026843203338147974,111950.0,0.14295555242980432,decrease
20836,0.03111259940545792,174440.0,0.03198392599050418,increase
11789,0.0869149157926832,199627.0,0.026461375562827284,decrease
42941,-0.007367401370510286,246575.0,0.0848993087111611,increase
50173,0.054017983059997686,214132.0,0.009073797152645714,decrease
51676,0.022248745848676182,178745.0,0.10899207606570051,decrease
35697,0.07727464047144274,117638.0,0.023309751100834764,increase
25133,0.10696256435245015,169803.0,0.02466009243042776,increase
47239,0.04527134286009368,252754.0,0.04394457137089794,decrease
47682,0.07457679054350755,208630.0,0.016843288254207105,decrease
69189,0.15882685728325932,213445.0,0.05075250114841696,decrease
65208,0.09860659686317583,226697.0,0.022631370303124863,decrease
41654,0.12396515345859944,245585.0,0.010418634215405193,decrease
53529,0.12258169530874513,256993.0,0.050617183011071175,increase
45402,-0.011881136180726516,330613.0,0.10853451673326792,decrease
16198,0.13551149225306527,99303.0,-0.04662810176540877,decrease
106595,0.058665184948734836,172556.0,0.06810227021433815,increase
35643,0.07742537060460634,186673.0,0.057358501740897676,increase
41510,0.008922165089654856,265061.0,0.09470738549752437,increase
54820,0.031597515676993974,126573.0,0.023383764536794818,increase
39148,0.10268896230695045,138936.0,0.027904546284393827,decrease
17614,0.022797679875856326,93018.0,0.14552488456128077,increase
18419,0.17339626888665927,153216.0,0.09597856114097891,increase
30024,0.14235142117186483,166395.0,0.09728706148164366,decrease
33822,0.057384590389734966,155410.0,-0.06713632561377232,increase
33167,0.12618483472788955,145857.0,0.008627854450389523,increase
37292,0.074621627992123,172989.0,0.10234796852558678,increase
17971,-0.02777601076144563,129599.0,0.07544519109210966,decrease
11504,0.0651164812239221,128482.0,0.059094932315772584,decrease
44503,0.0575969694019039,232330.0,0.029990188634670616,decrease
52614,0.12466047373747796,127880.0,0.004172757775334409,increase
51111,0.15239249355511023,302701.0,0.07402701258314554,decrease
25168,0.17400886676454858,206908.0,0.1639287696156571,increase
15299,-0.021720482820227906,231111.0,-0.03677238960398353,decrease
55114,0.07715291363026057,220624.0,-0.001266826405115985,decrease
63256,0.13797926802647698,240347.0,0.05226428668960716,increase
43417,0.032538216467437736,327426.0,0.019394965990971638,increase
54497,-0.011905933845306662,260317.0,-0.04580193503317041,decrease
16222,0.09398064917452169,211588.0,0.15552421503975938,increase
16876,0.06040225674617711,104463.0,0.05795139718131591,decrease
56541,0.09972300126077913,151891.0,0.01370657964534494,increase
49790,0.03986800659450791,182848.0,0.08171529847799205,decrease
74819,0.0318742502308007,117494.0,0.007969017502376647,decrease
47415,0.06180300161951541,169667.0,0.02792041091848951,decrease
50460,0.3578006403140173,111567.0,0.02254384578257228,decrease
12927,0.026339665594713173,152447.0,0.04642627733137879,increase
43861,0.00939697633936252,86207.0,0.034967555581020854,decrease
56234,0.09986523772983033,264953.0,-0.004078773842156407,decrease
55428,0.060638533573083804,138669.0,0.01636126792127772,decrease
77179,0.06806342752208855,216391.0,0.06562916312644815,decrease
34781,0.056827082283940906,161778.0,0.10851407544537946,increase
102497,-0.13378797339523021,190283.0,0.05375189611821366,increase
100474,0.04223950037668014,308493.0,0.07450884094228111,increase
84899,0.07374962933773993,309273.0,0.11820859599897048,decrease
70986,0.020766146970873953,226217.0,0.046873283442915734,decrease
51759,0.055237512540590276,281626.0,0.059774835546071124,decrease
29843,0.0067271075530968985,122076.0,0.03403205056224999,decrease
24298,0.06934702504528209,201503.0,-0.0049090815028667,increase
54039,0.06657552878476657,378211.0,0.11078729208419381,decrease
55131,0.01433841278688097,257922.0,0.007274466783155466,decrease
55831,0.015057309495883048,233615.0,0.03809518509798888,decrease
25873,-0.0050457469605809605,116233.0,0.12296425094993489,decrease
24917,0.11560675381661056,151173.0,0.04577660266461341,decrease
49139,0.10115494074925484,191221.0,0.018910833968293666,decrease
66480,0.049069810784048165,287554.0,0.037414943884241825,decrease
48074,0.09711557972104214,177325.0,0.011352899602864352,increase
41095,0.007844237220377871,396902.0,0.02007830507489744,increase
25094,0.037280893105990746,93574.0,0.00034710579714399177,decrease
17192,0.014699922511695432,281272.0,0.09004381693489565,decrease
129866,0.003340024573892563,225084.0,0.025767827119655765,decrease
107340,0.024375466044834405,219276.0,-0.02164229553471878,increase
56174,0.04104716972480527,103011.0,-0.032129527264512854,decrease
25676,0.10010062259925946,149766.0,0.028905410791002315,decrease
74320,0.061310393843090276,239219.0,-0.03427655825791006,decrease
73551,0.10699391777765967,228256.0,-0.003669021551508762,decrease
34581,-0.047270261416758046,123462.0,0.1449862593184931,increase
52210,-0.033743073814180874,145588.0,0.03170874384706398,increase
59928,0.027973613985578343,249751.0,0.07684468160302092,increase
187443,0.03606083333508471,136313.0,0.052722124016442974,decrease
75237,-0.01811405947585619,277779.0,0.0659560525466156,decrease
109400,0.06854781403341732,218814.0,0.04549027829684004,decrease
27219,0.006763611351399291,189789.0,0.012639513506864881,increase
31959,0.006733975127854792,234188.0,0.06531594568137325,increase
68456,-0.010562530891647406,274416.0,0.1064617741836727,increase
222194,0.09922314920708217,229841.0,0.042255069526607264,decrease
201433,0.07521100017866934,199444.0,0.0009058492493692364,increase
205984,0.09836637166623964,299418.0,0.1062025434923357,increase
42703,0.11707546568416997,217067.0,0.06337015903036991,increase
42082,0.0681589011641053,278122.0,0.06978064940367454,decrease
83812,-0.004886552249936971,329901.0,0.09167618032141026,increase
99010,0.1250912240961857,324821.0,0.09174414043073817,increase
89184,0.022578869392689695,285938.0,0.07029515866970489,decrease
56956,0.05865783511071103,326440.0,0.033217118920797255,decrease
33851,0.07568049646422516,219707.0,0.06405481189656816,decrease
23187,0.06911644057652597,252994.0,0.1525938127267784,increase
57792,0.1349475445055283,250542.0,0.03445059271672175,increase
86021,0.11098446832163018,328448.0,0.03207123100581312,decrease
60487,0.041430136169171,333785.0,0.03165983131277032,decrease
58258,0.13561490752906527,179405.0,-0.02226747993899829,increase
46791,-0.05737702788794345,350977.0,0.125562804620453,increase
11764,0.0006412894243351605,339359.0,0.011871898788770003,increase
76345,0.09123812070727388,241540.0,0.049617097485100695,decrease
94213,0.0573634365385769,294725.0,-0.0025294320596636224,increase
49629,0.0724801935483946,385861.0,0.0346878613021991,increase
55798,0.032889138035379836,213986.0,0.02747631571195964,increase
38332,0.06440242453755968,302533.0,0.08141355633094548,increase
61922,0.06354832790124365,310293.0,0.07907500208064913,decrease
88547,0.05389901817865216,95792.0,0.03863814248879025,increase
79128,0.0671019740623737,296776.0,0.05259013300245995,increase
51029,0.07365277566045755,234330.0,0.04351667050617248,increase
36583,0.03384688266839812,301454.0,0.06111771546564251,decrease
90403,0.13862184128248306,278266.0,0.022246566482369633,increase
102543,0.04934894795621517,338140.0,0.004162461024152925,increase
97187,0.051792441775078336,340254.0,0.031190981489501127,increase
73980,0.03895405204382292,406148.0,0.054907703992769674,decrease
65188,0.06704840881575863,285506.0,0.051510714505318814,decrease
39639,0.10278070599061288,211912.0,0.024814719760746888,decrease
189362,0.05019719344517881,190515.0,0.045961233224342424,decrease
97394,0.1005131971500536,191633.0,0.08303189272229708,increase
89354,0.040610033252836034,197679.0,0.02426267239868457,decrease
72086,0.03998514765860367,198003.0,0.015693312315825603,decrease
47766,0.09397457136670172,328515.0,0.09218192610549124,decrease
67057,0.055896363157350075,225822.0,0.05150842137276695,increase
81625,-0.020543164349688087,205567.0,0.09717183386698679,decrease
85494,0.09319807235684378,233084.0,0.04140599210614741,increase
45594,0.06036600782060712,260213.0,0.050155308982663904,decrease
10021,0.03393136650795567,253875.0,0.07847361712361713,decrease
10193,-0.07232979434858178,148412.0,0.018900480411594752,increase
74065,-0.023118427429438034,262199.0,0.06271196266159536,decrease
83429,-0.057544633469401835,234522.0,0.007509224144390571,decrease
74234,0.0805140338373089,172898.0,0.030766588743965588,decrease
60079,0.02927200980247801,334826.0,0.07083284752178444,decrease
40446,-0.0031231004102239813,609784.0,0.04675404814627677,increase
59294,0.07236851097342885,403260.0,0.05753953721434378,decrease
85709,0.016651141508945245,326649.0,0.0477929603372051,increase
87360,0.09785001039800148,335369.0,0.04409128783312517,decrease
53918,0.06708535520268151,342855.0,-0.010523982083810585,decrease
60218,0.09047167765200581,442936.0,0.015618578285871073,increase
80824,0.13478653611488542,456555.0,-0.013612671044012844,increase
