timestamp,open,high,low,close,adjusted_close,volume,increase_rateg
2017-07-12,23.89,23.98,23.8612,23.8612,23.8612,26552,-0.0012069803698053904
2017-07-11,23.9178,23.9178,23.76,23.87,23.87,14905,0.0003686635944700799
2017-07-10,23.9,23.92,23.8,23.9,23.9,22120,0.0012552301255229115
2017-07-07,23.7992,23.94,23.7658,23.9,23.9,17256,0.0
2017-07-06,23.66,23.81,23.59,23.7999,23.7999,23837,-0.00420590002478992
2017-07-05,23.62,23.75,23.62,23.65,23.65,74136,-0.006338266384778113
2017-07-03,23.58,23.7,23.58,23.7,23.7,2066,0.002109704641350241
2017-06-30,23.5001,23.76,23.5,23.67,23.67,21191,-0.0012674271229403287
2017-06-29,23.75,23.75,23.54,23.6036,23.6036,12593,-0.00281313020047796
2017-06-28,23.61,23.79,23.61,23.6908,23.6908,19457,0.0036807537103010148
2017-06-27,23.6968,23.8285,23.68,23.8285,23.8285,25623,0.0057787943009421005
2017-06-26,23.85,23.85,23.65,23.72,23.72,19128,-0.004574198988195589
2017-06-23,23.72,23.84,23.65,23.66,23.66,28936,-0.0025359256128486356
2017-06-22,23.7,23.8289,23.63,23.66,23.66,20863,0.0
2017-06-21,23.84,23.84,23.5977,23.6823,23.6823,12033,0.0009416315138310602
2017-06-20,23.65,23.84,23.596999999999998,23.71,23.71,30628,0.0011682834247152842
2017-06-19,23.5099,23.64,23.398000000000003,23.64,23.64,10459,-0.0029610829103215008
2017-06-16,23.42,23.52,23.28,23.51,23.51,15275,-0.005529561888558018
2017-06-15,23.09,23.4017,23.09,23.3731,23.3731,9944,-0.005857160582036644
2017-06-14,23.03,23.29,23.03,23.2095,23.2095,9241,-0.007048837760399941
2017-06-13,23.17,23.21,23.087,23.1499,23.1499,15514,-0.002574525159935881
2017-06-12,23.15,23.1675,23.06,23.1553,23.1553,10959,0.00023320794807243377
2017-06-09,23.25,23.25,23.15,23.21,23.21,6199,0.0023567427832830853
2017-06-08,23.2215,23.24,23.2,23.21,23.21,5259,0.0
2017-06-07,23.2,23.33,23.1357,23.2,23.2,26158,-0.00043103448275868807
2017-06-06,23.05,23.19,23.05,23.1898,23.1898,13576,-0.0004398485541055785
2017-06-05,23.06,23.15,23.03,23.1413,23.1413,15675,-0.0020958200273969332
2017-06-02,22.98,23.09,22.9601,23.07,23.07,23496,-0.003090593844820148
2017-06-01,22.99,23.09,22.99,23.07,23.07,14252,0.0
2017-05-31,22.91,22.99,22.8863,22.99,22.99,18119,-0.003479773814702125
2017-05-30,22.77,22.95,22.77,22.83,22.83,59920,-0.007008322382829617
2017-05-26,22.87,22.87,22.7921,22.8,22.8,14103,-0.0013157894736841045
2017-05-25,22.8453,22.87,22.7967,22.8599,22.8599,12723,0.0026203089252358476
2017-05-24,22.84,22.865,22.71,22.85,22.85,60097,-0.00043326039387300846
2017-05-23,22.94,22.94,22.77,22.85,22.85,57381,0.0
2017-05-22,23.0799,23.11,22.94,22.98,22.98,19993,0.005657093124456006
2017-05-19,23.127,23.16,23.0,23.0,23.0,11178,0.0008695652173912858
2017-05-18,23.06,23.15,23.011,23.0699,23.0699,16050,0.0030299221062943713
2017-05-17,23.17,23.17,23.08,23.15,23.15,5732,0.003460043196544193
2017-05-16,23.07,23.2187,23.02,23.2187,23.2187,15393,0.0029588219840042626
2017-05-15,23.27,23.27,23.1106,23.15,23.15,46099,-0.0029676025917926463
2017-05-12,23.29,23.29,23.22,23.23,23.23,15088,0.003443822643133958
2017-05-11,23.28,23.3,23.21,23.26,23.26,28461,0.001289767841788527
2017-05-10,23.25,23.31,23.2214,23.3,23.3,21468,0.001716738197424856
2017-05-09,23.3094,23.3094,23.23,23.26,23.26,34286,-0.001719690455717934
2017-05-08,23.23,23.34,23.21,23.25,23.25,22295,-0.00043010752688178765
2017-05-05,23.46,23.47,23.23,23.28,23.28,54999,0.0012886597938144818
2017-05-04,23.2652,23.48,23.1583,23.46,23.46,39402,0.007672634271099731
2017-05-03,23.2201,23.29,23.1891,23.29,23.29,12529,-0.007299270072992774
2017-05-02,23.39,23.39,23.2,23.25,23.25,27053,-0.001720430107526845
2017-05-01,23.3,23.32,23.237,23.28,23.28,8996,0.0012886597938144818
2017-04-28,23.39,23.39,23.21,23.33,23.33,13418,0.0021431633090440274
2017-04-27,23.3,23.468000000000004,23.26,23.42,23.42,18615,0.0038428693424425024
2017-04-26,23.3,23.3,23.22,23.28,23.28,17770,-0.006013745704467378
2017-04-25,23.36,23.36,23.2501,23.32,23.32,8640,0.0017152658662092258
2017-04-24,23.5,23.5,23.25,23.329,23.329,22193,0.0003857859316730396
2017-04-21,23.14,23.4199,23.0683,23.35,23.35,38145,0.0008993576017130962
2017-04-20,23.3,23.3,23.25,23.289,23.289,39480,-0.0026192623126798033
2017-04-19,23.44,23.44,23.32,23.32,23.32,16869,0.001329331046312127
2017-04-18,23.3,23.43,23.26,23.42,23.42,51818,0.004269854824936013
2017-04-17,23.3,23.35,23.225,23.29,23.29,49469,-0.00558179476170041
2017-04-13,23.28,23.37,23.1,23.27,23.27,22925,-0.000859475719810897
2017-04-12,23.2361,23.3,23.22,23.3,23.3,8565,0.0012875536480687184
2017-04-11,23.2508,23.37,23.22,23.3,23.3,10540,0.0
2017-04-10,23.2196,23.315,23.15,23.26,23.26,17688,-0.001719690455717934
2017-04-07,23.3,23.3,23.1605,23.198,23.198,17982,-0.002672644193465004
2017-04-06,23.32,23.32,23.25,23.29,23.29,6418,0.003950193215972467
2017-04-05,23.33,23.48,23.32,23.32,23.32,18161,0.0012864493996569955
2017-04-04,23.41,23.4422,23.3211,23.395,23.395,22291,0.0032058132079503866
2017-04-03,23.4,23.636,23.4,23.46,23.46,23960,0.0027706734867860732
2017-03-31,23.5,23.656,23.35,23.47,23.47,23145,0.0004260758414997022
2017-03-30,23.4776,23.6184,23.36,23.6,23.6,31786,0.005508474576271295
2017-03-29,23.18,23.46,23.17,23.29,23.29,29400,-0.0133104336625162
2017-03-28,23.2,23.2,23.15,23.17,23.17,14547,-0.005179110919292077
2017-03-27,23.2258,23.23,23.15,23.1776,23.1776,16250,0.0003279028027060632
2017-03-24,23.02,23.25,23.02,23.154,23.154,43873,-0.0010192623304829335
2017-03-23,23.12,23.12,23.01,23.0696,23.0696,21707,-0.003658494295523056
2017-03-22,23.02,23.0999,22.97,23.0385,23.0385,5599,-0.001349914273932857
2017-03-21,23.14,23.16,22.96,23.0454,23.0454,8769,0.00029940899268407934
2017-03-20,23.1,23.13,23.0001,23.0896,23.0896,33272,0.0019142817545561644
2017-03-17,23.0324,23.1,22.82,23.0483,23.0483,42382,-0.0017918892065792128
2017-03-16,22.87,23.05,22.7799,22.98,22.98,33164,-0.0029721496953873236
2017-03-15,22.7735,22.95,22.641,22.93,22.93,16059,-0.0021805494984736464
2017-03-14,22.439,22.82,22.43,22.82,22.82,53976,-0.004820333041191912
2017-03-13,22.25,22.44,22.2075,22.39,22.39,22482,-0.01920500223313978
2017-03-10,22.14,22.3815,22.14,22.16,22.16,34305,-0.010379061371841174
2017-03-09,22.26,22.39,22.01,22.33,22.33,38046,0.007613076578593738
2017-03-08,22.64,22.66,22.34,22.34,22.34,32469,0.00044762757385861967
2017-03-07,22.7665,22.7791,22.63,22.64,22.64,4800,0.01325088339222618
2017-03-06,22.89,22.89,22.64,22.7299,22.7299,23351,0.003955142785494001
2017-03-03,22.8,22.88,22.8,22.88,22.88,10811,0.0065603146853146135
2017-03-02,22.71,22.85,22.71,22.81,22.81,7941,-0.003068829460762836
2017-03-01,22.93,22.93,22.68,22.77,22.77,13495,-0.0017566974088712845
2017-02-28,22.9,23.0538,22.79,22.92,22.92,22363,0.00654450261780114
2017-02-27,22.9427,22.99,22.88,22.9,22.9,14340,-0.0008733624454149838
2017-02-24,22.91,23.0431,22.9,22.9711,22.9711,21082,0.003095193525778098
2017-02-23,22.871,22.9301,22.82,22.93,22.93,37348,-0.0017924116877453178
2017-02-22,22.69,22.7814,22.69,22.78,22.78,38640,-0.006584723441615389
2017-02-21,22.9,22.9,22.6501,22.6821,22.6821,27636,-0.004316178837056655
2017-02-17,22.76,22.87,22.76,22.79,22.79,14872,0.004734532689776251
2017-02-16,22.5476,22.91,22.5476,22.8253,22.8253,43545,0.0015465295089220929
2017-02-15,22.5188,22.75,22.43,22.72,22.72,40855,-0.004634683098591537
2017-02-14,22.53,22.579,22.3815,22.53,22.53,26230,-0.008433200177540954
2017-02-13,22.54,22.724,22.5399,22.64,22.64,14319,0.004858657243816229
2017-02-10,22.56,22.6,22.475,22.53,22.53,18917,-0.004882379050155323
2017-02-09,22.4,22.5,22.35,22.47,22.47,21598,-0.0026702269692924913
2017-02-08,22.4,22.47,22.39,22.4358,22.4358,13667,-0.0015243494771748033
2017-02-07,22.39,22.5,22.37,22.3879,22.3879,21985,-0.0021395485954467395
2017-02-06,22.34,22.48,22.18,22.39,22.39,27866,9.379187137124659e-05
2017-02-03,22.29,22.44,22.1,22.2379,22.2379,25041,-0.006839674609562989
2017-02-02,22.0741,22.275,22.0741,22.275,22.275,9655,0.001665544332210945
2017-02-01,22.064,22.125,21.95,22.08,22.08,5133,-0.008831521739130448
2017-01-31,22.0026,22.12,21.97,22.05,22.05,6089,-0.0013605442176869652
2017-01-30,21.99,22.0997,21.96,22.06,22.06,16748,0.0004533091568448781
2017-01-27,22.0285,22.17,21.86,21.99,21.99,11299,-0.0031832651205093354
2017-01-26,21.9,22.09,21.86,22.01,22.01,28351,0.0009086778736939175
2017-01-25,21.88,21.97,21.86,21.906999999999996,21.906999999999996,11767,-0.004701693522618574
2017-01-24,21.77,21.9699,21.77,21.96,21.96,8894,0.0024134790528235143
2017-01-23,21.99,22.15,21.99,22.0,22.0,15327,0.0018181818181817794
2017-01-20,21.88,22.09,21.61,22.09,22.09,22333,0.004074241738343135
2017-01-19,22.18,22.18,21.7,21.7414,21.7414,27193,-0.016033926058119586
2017-01-18,22.301,22.36,22.25,22.36,22.36,5833,0.02766547406082293
2017-01-17,22.4983,22.4983,22.3,22.35,22.35,27310,-0.0004474272930647879
2017-01-13,22.4964,22.51,22.42,22.47,22.47,21913,0.005340453938584666
2017-01-12,22.36,22.67,22.36,22.42,22.42,29041,-0.002230151650312094
2017-01-11,22.37,22.55,22.2628,22.4665,22.4665,48082,0.0020697482919011956
2017-01-10,22.35,22.35,22.15,22.33,22.33,38174,-0.0061128526645768755
2017-01-09,22.38,22.38,22.2035,22.29,22.29,33328,-0.0017945266935845288
2017-01-06,22.27,22.28,22.2,22.28,22.28,29317,-0.00044883303411122127
2017-01-05,22.31,22.44,22.05,22.29,22.29,62831,0.0004486316733960525
2017-01-04,21.81,22.29,21.7891,22.24,22.24,67193,-0.002248201438848953
2017-01-03,21.67,21.94,21.67,21.81,21.81,18798,-0.01971572673085739
2016-12-30,21.7001,21.77,21.570999999999998,21.77,21.77,26635,-0.0018373909049149814
2016-12-29,21.65,21.87,21.5945,21.72,21.72,8529,-0.002302025782688799
2016-12-28,21.6,21.83,21.53,21.79,21.79,14757,0.0032124827902707794
2016-12-27,21.99,22.01,21.6,21.73,21.73,24214,-0.0027611596870685097
2016-12-23,22.1999,22.1999,21.9,22.03,22.03,7703,0.013617793917385415
2016-12-22,22.0,22.175,21.941,22.15,22.15,22490,0.0054176072234761825
2016-12-21,21.74,22.1949,21.74,22.12,22.12,24336,-0.0013562386980107406
2016-12-20,21.85,21.94,21.8056,21.93,21.93,32593,-0.00866393068855455
2016-12-19,21.66,21.85,21.47,21.7379,21.7379,62245,-0.008837100179870178
2016-12-16,21.56,21.65,21.43,21.65,21.65,35771,-0.004060046189376499
2016-12-15,21.3,21.67,21.23,21.59,21.59,14492,-0.002779064381658116
2016-12-14,21.52,21.66,21.32,21.39,21.39,31424,-0.009350163627863454
2016-12-13,21.4,21.74,21.4,21.58,21.58,26990,0.008804448563484604
2016-12-12,21.4035,21.56,21.32,21.5285,21.5285,32586,-0.0023921778108087982
2016-12-09,21.33,21.63,21.25,21.63,21.63,17565,0.0046925566343041115
2016-12-08,21.26,21.57,21.16,21.4,21.4,34903,-0.01074766355140189
2016-12-07,21.9281,21.94,21.21,21.33,21.33,122678,-0.0032817627754336753
2016-12-06,21.73,21.9063,21.71,21.81,21.81,14701,0.022008253094910613
2016-12-05,21.93,21.93,21.7142,21.86,21.86,17284,0.002287282708142759
2016-12-02,22.0071,22.1116,21.63,21.66,21.66,14464,-0.00923361034164355
2016-12-01,21.96,22.03,21.61,21.89,21.89,13434,0.010507080858839671
2016-11-30,22.15,22.15,21.9,22.0,22.0,18028,0.004999999999999974
2016-11-29,22.0,22.43,22.0,22.2304,22.2304,47676,0.0103641859795595
2016-11-28,22.04,22.04,21.81,21.95,21.95,67457,-0.012774487471526206
2016-11-23,21.79,22.0999,21.79,22.04,22.04,22392,0.004083484573502716
2016-11-22,22.0301,22.23,22.03,22.08,22.08,26094,0.0018115942028985121
2016-11-21,22.08,22.18,21.8733,22.1,22.1,90277,0.0009049773755657523
2016-11-18,22.05,22.06,21.51,21.5606,21.5606,21170,-0.02501785664591897
2016-11-17,22.09,22.16,22.0535,22.09,22.09,58329,0.023965595291987277
2016-11-16,21.79,22.146,21.79,22.1,22.1,12085,0.00045248868778287614
2016-11-15,21.11,21.88,21.11,21.73,21.73,31481,-0.01702715140358955
2016-11-14,21.24,21.2619,20.822,21.07,21.07,103597,-0.03132415757000475
2016-11-11,21.74,21.74,21.1,21.42,21.42,50761,0.016339869281045815
2016-11-10,22.21,22.21,21.29,21.49,21.49,70061,0.0032573289902278614
2016-11-09,22.19,22.3888,22.02,22.17,22.17,28128,0.030672079386558557
2016-11-08,22.250999999999998,22.42,22.250999999999998,22.38,22.38,35320,0.00938337801608567
2016-11-07,22.5668,22.71,22.24,22.41,22.41,41160,0.0013386880856760882
2016-11-04,22.39,22.53,22.35,22.52,22.52,81441,0.004884547069271734
2016-11-03,22.47,22.47,22.3,22.35,22.35,16161,-0.0076062639821028255
2016-11-02,22.41,22.465,22.31,22.44,22.44,29302,0.004010695187165769
2016-11-01,22.4,22.42,22.26,22.4,22.4,39339,-0.0017857142857144064
2016-10-31,22.235,22.52,22.235,22.41,22.41,29585,0.00044622936189208225
2016-10-28,22.11,22.22,21.92,22.17,22.17,34578,-0.010825439783491132
2016-10-27,22.33,22.33,21.76,22.05,22.05,57841,-0.005442176870748344
2016-10-26,22.43,22.65,22.15,22.31,22.31,48410,0.011653966831017392
2016-10-25,22.8,22.8,22.385,22.51,22.51,67520,0.008884940026654947
2016-10-24,23.37,23.39,22.78,22.84,22.84,92717,0.014448336252189067
2016-10-21,23.71,23.8,23.49,23.49,23.49,264125,0.02767134951042991
2016-10-20,23.7418,23.81,23.69,23.79,23.79,30049,0.012610340479192968
2016-10-19,23.8,23.93,23.71,23.79,23.79,27919,0.0
2016-10-18,23.84,23.85,23.71,23.8,23.8,170790,0.00042016806722695643
2016-10-17,23.72,23.75,23.669,23.7,23.7,76257,-0.004219409282700482
2016-10-14,23.69,23.8,23.6417,23.72,23.72,106945,0.0008431703204047038
2016-10-13,23.76,23.76,23.5,23.69,23.69,121392,-0.001266357112705681
2016-10-12,23.9,23.94,23.74,23.78,23.78,95898,0.0037846930193439804
2016-10-11,24.15,24.22,23.881999999999998,23.98,23.98,47307,0.008340283569641338
2016-10-10,23.98,24.32,23.98,24.25,24.25,135345,0.011134020618556683
2016-10-07,23.89,23.89,23.81,23.86,23.86,22812,-0.01634534786253146
2016-10-06,23.84,23.97,23.8,23.89,23.89,73598,0.0012557555462537101
2016-10-05,23.85,23.9,23.813000000000002,23.84,23.84,60607,-0.0020973154362416407
2016-10-04,23.84,23.94,23.79,23.84,23.84,45977,0.0
